mach,ncrit,reynolds,aoa,cl,cd,cdp,cm,top_xtr,bot_xtr,warnings
0.00,1.00,5000.0,0.00,0.000000,0.048390,0.013750,0.000000,1.000000,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,1.00,0.066800,0.048660,0.014120,0.003800,1.000000,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,2.00,0.132500,0.049490,0.015610,0.007500,1.000000,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,3.00,0.196500,0.051030,0.018360,0.010900,1.000000,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,4.00,0.291300,0.054120,0.023610,0.007300,0.895400,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,5.00,0.421300,0.059330,0.032470,0.001700,0.553700,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,6.00,0.514600,0.069750,0.040060,0.009000,0.158700,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,7.00,0.573700,0.083290,0.054920,0.007900,0.136200,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,8.00,0.596900,0.098770,0.071490,0.003900,0.117300,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,9.00,0.595000,0.113790,0.086020,-0.000800,0.091200,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,10.00,0.596900,0.130290,0.102190,-0.008400,0.082300,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,11.00,0.609300,0.146360,0.117990,-0.014300,0.080100,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,12.00,0.624700,0.162350,0.133740,-0.020000,0.077500,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,13.00,0.639300,0.177570,0.148740,-0.025500,0.065500,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,14.00,0.660400,0.193320,0.163960,-0.029200,0.049100,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,15.00,0.677500,0.209980,0.180540,-0.035400,0.046300,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,0.00,0.000000,0.034290,0.010330,-0.000000,1.000000,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,1.00,0.064400,0.034560,0.010670,0.004700,1.000000,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,2.00,0.158300,0.035590,0.012230,0.003500,0.927100,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,3.00,0.255100,0.037080,0.014880,0.002500,0.826100,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,4.00,0.385400,0.039150,0.018350,0.001700,0.439700,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,5.00,0.455600,0.047290,0.023380,0.007900,0.127200,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,6.00,0.531400,0.055610,0.032610,0.010000,0.075700,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,7.00,0.599100,0.067580,0.046380,0.009800,0.061800,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,8.00,0.625100,0.081490,0.061290,0.007200,0.045500,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,9.00,0.618500,0.099500,0.079750,-0.000700,0.041000,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,10.00,0.618400,0.117590,0.097610,-0.009300,0.040400,1.000000,['poor_input_coordinate_distribution']
