mach,ncrit,reynolds,aoa,cl,cd,cdp,cm,top_xtr,bot_xtr,warnings
0.00,1.00,5000.0,0.00,0.000000,0.053410,0.022470,-0.000000,0.958300,0.958300,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,1.00,0.088900,0.054620,0.023210,-0.004500,0.816900,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,2.00,0.170700,0.057030,0.025270,-0.005500,0.716300,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,3.00,0.243200,0.060390,0.028660,-0.004700,0.630900,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,4.00,0.313300,0.064760,0.033230,-0.003700,0.558000,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,5.00,0.368400,0.070330,0.039960,-0.002100,0.491500,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,6.00,0.416200,0.077010,0.047140,-0.001100,0.433600,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,7.00,0.457900,0.085050,0.055740,-0.001000,0.382500,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,8.00,0.493800,0.094440,0.065740,-0.001900,0.335600,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,9.00,0.523200,0.104930,0.076800,-0.003600,0.289600,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,10.00,0.546700,0.116280,0.088650,-0.006200,0.244400,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,11.00,0.569300,0.128980,0.102610,-0.009800,0.209600,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,12.00,0.595000,0.142680,0.116710,-0.013800,0.181900,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,13.00,0.613400,0.156320,0.130700,-0.018500,0.149900,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,14.00,0.628200,0.171580,0.146070,-0.024800,0.132000,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,5000.0,15.00,0.649400,0.186810,0.161400,-0.030300,0.111200,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,0.00,0.000000,0.039440,0.016870,-0.000000,0.718500,0.718500,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,1.00,0.118000,0.039770,0.017230,-0.003100,0.632100,0.823000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,2.00,0.234000,0.040910,0.018400,-0.006700,0.557800,0.974600,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,3.00,0.310400,0.043170,0.020710,-0.004400,0.494500,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,4.00,0.382200,0.046340,0.024720,-0.001500,0.436200,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,5.00,0.448200,0.050530,0.029410,0.000900,0.381900,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,6.00,0.503600,0.056070,0.035560,0.002900,0.329700,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,7.00,0.543900,0.063620,0.043680,0.003700,0.281800,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,8.00,0.567900,0.073410,0.053940,0.002800,0.238900,1.000000,['poor_input_coordinate_distribution']
0.00,1.00,10000.0,9.00,0.586100,0.085020,0.065940,0.000300,0.199200,1.000000,['poor_input_coordinate_distribution']
